제품명,브랜드,link,분류,link2,원가,할인가,별점,리뷰수,용량,구성요소,이미지url
빌리프 프라블럼 솔루션 비건 스팟 젤 15ml,빌리프,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000187240&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=27&dispCatNo=1000001000100140001&trackingCd=Result_11_30#,에센스/세럼/앰플,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000187240&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=27&dispCatNo=1000001000100140001&trackingCd=Result_11_30#,"28,000","22,610",4.6,(72건),15ml,"정제수, 부틸렌글라이콜, 다이프로필렌글라이콜, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 1,2-헥산다이올, 판테놀, 세테아릴알코올, 글리세릴스테아레이트, 귀리커넬추출물*, 포트마리골드꽃추출물*+, 개박하추출물*, 라즈베리잎추출물*, 와일드인디고뿌리추출물*, 별꽃추출물*, 우엉뿌리추출물+, 로즈마리잎추출물+, 라벤더꽃추출물+, 에키네시아추출물+, 티트리추출물, 유칼립투스잎추출물, 폴스애플민트잎추출물, 로즈힙열매추출물, 육두구추출물, 일본목련나무껍질추출물, 당근추출물, 해바라기씨오일, 당근씨오일, 돌콩오일, 마카다미아씨오일, 레틴알, 토타롤**, 4-터피네올**, 세라마이드엔피, 베타-카로틴, 피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트, 유채스테롤, 펜타에리스리틸테트라-다이-T-부틸하이드록시하이드로신나메이트, 토코페롤, 카르니틴, 알란토인, 살리실릭애씨드, 콜레스테롤, 트라이소듐이디티에이, 스테아릴글리시레티네이트, 다이포타슘글리시리제이트, 하이드로제네이티드레시틴, 코코-카프릴레이트/카프레이트, 포타슘세틸포스페이트, 소듐카보머, 폴리글리세릴-10라우레이트, 실리카, 다이소듐이디티에이, 오렌지껍질오일++, 센티드제라늄꽃오일++, 리모넨, 시트로넬올, 제라니올, 리날룰, 시트랄

*표시: Napiers Original Formula-GS
+표시: Napiers Formula T -GS
**표시: 토타네올 TM
++표시: 식물 유래 향",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018724001ko.jpg?l=ko
더바디샵 에델바이스 인텐스 크림 50ml(비건),더바디샵,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000169913&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=28&dispCatNo=1000001000100150001&trackingCd=Result_11_30#,크림,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000169913&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=28&dispCatNo=1000001000100150001&trackingCd=Result_11_30#,"49,000","39,690",4.5,(2건),모든 피부 타입,"정제수, 글리세린, 코코-카프릴레이트/카프레이트, 카프릴릭/카프릭트리글리세라이드, 시어버터, 옥틸도데칸올, 세틸알코올, 글리세릴스테아레이트, 타피오카전분, 해바라기씨오일, 소르비탄스테아레이트, 에칠올리에이트, 페녹시에탄올, 스쿠알란, 에틸스테아레이트, 카프릴릴글라이콜, 카보머, 에칠헥실글리세린, 소듐글루코네이트, 스클레로튬검, 잔탄검, 향료, 시어버터불검화물, 에칠리놀리에이트, 소듐하이알루로네이트, 소듐하이드록사이드, 토코페롤, 에틸팔미테이트, 리날룰, 아데노신, 에델바이스꽃/잎추출물(0.0375%), 시트로넬올, 드럼스틱씨오일, 펜틸렌글라이콜, 하이드롤라이즈드쌀단백질, 리모넨, 벤질알코올, 시트릭애씨드, 에델바이스캘러스배양추출물(0.0002%)",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016991303ko.jpg?l=ko
더랩바이블랑두 엑스퍼트루 모공탄력 세럼 30ml 기획 (+샤셰 4매 증정),더랩바이블랑두,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000189766&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=29&dispCatNo=1000001000100140001&trackingCd=Result_11_30#,에센스/세럼/앰플,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000189766&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=29&dispCatNo=1000001000100140001&trackingCd=Result_11_30#,"28,000","18,050",4.9,(346건),30ml + 1ml*4ea,"정제수, 부틸렌글라이콜, 프로판다이올, 다이프로필렌글라이콜, 1,2-헥산다이올, 판테놀, 펜틸렌글라이콜, 스쿠알란, 아세틸글루코사민, 베타인, 글루코오스, 글리세린, 글루쿠로닉애씨드, 프룩토올리고사카라이드, 프룩토오스, 아이리쉬모스추출물, 클로렐라 불가리스추출물, 사탕수수추출물, 카카오추출물, 소듐폴리아크릴레이트, 에틸헥실글리세린, 하이드로제네이티드레시틴, 하이드록시프롤린, 프롤린, 알란토인, 아데노신, 글라이신, 베타-글루칸, 토코페롤, 소듐다이라우미도글루타미드라이신, 덱스트린, 잔탄검, 다이소듐이디티에이",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018976604ko.jpg?l=ko
[이동욱PICK]더마펌 수분보습 진정 크림 50ml+50ml 기획,더마펌,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000185121&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=30&dispCatNo=1000001000800130001&trackingCd=Result_11_30#,로션/크림/올인원,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000185121&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=30&dispCatNo=1000001000800130001&trackingCd=Result_11_30#,"39,000","24,570",4.8,(85건),50ml+50ml,"정제수,글리세린,메틸프로판다이올,카프릴릴메티콘,메틸트라이메티콘,카프릴릭/카프릭트라이글리세라이드,세테아릴올리베이트,베헤닐알코올,합성비즈왁스,솔비탄올리베이트,폴리프로필실세스퀴옥세인,아이소스테아릴알코올,프로판다이올,포타슘세틸포스페이트,사라수씨버터,코코글리세라이즈,부틸렌글라이콜코코에이트,판테놀,하이드로제네이티드올리브오일,C10-18트라이글리세라이즈,소듐아크릴레이트코폴리머,카보머,카프릴릴글라이콜,향료,소듐스테아로일글루타메이트,올리브오일,트로메타민,알란토인,레시틴,에틸헥실글리세린,다이포타슘글리시리제이트,에틸셀룰로오스,1,2-헥산다이올,올리브오일불검화물,하이드로제네이티드레시틴,다이소듐이디티에이,부틸렌글라이콜,소듐구아이아줄렌설포네이트,알지닌,병풀추출물,카퍼트라이펩타이드-1,팔미토일트라이펩타이드-1,들깨잎추출물,소듐서팩틴,유칼립투스잎추출물,버지니아풍년화추출물,락토바실러스/쌀발효물,소듐폴리아크릴로일다이메틸타우레이트,글라이신,세린,아스파틱애씨드,글루타믹애씨드,류신,라이신,알라닌,프롤린,페닐알라닌,발린,트레오닌,아이소류신,타이로신,히스티딘,시스테인,메티오닌",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018512116ko.jpg?l=ko
[이동욱PICK] 더마펌 수딩 리페어 토너 R4 200ml+200ml 기획,더마펌,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000185123&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=31&dispCatNo=1000001000800130002&trackingCd=Result_31_60#,스킨/토너,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000185123&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=31&dispCatNo=1000001000800130002&trackingCd=Result_31_60#,"35,000","22,050",4.6,(69건),,,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018512307ko.jpg?l=ko
[이동욱PICK]더마펌 흔적끝 토닝 세럼 30ml+30ml 기획 (+마스크팩 1매증정),더마펌,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000185152&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=32&dispCatNo=1000001000800130005&trackingCd=Result_31_60#,에센스/세럼,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000185152&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=32&dispCatNo=1000001000800130005&trackingCd=Result_31_60#,"41,000","25,830",4.8,(450건),30ml+30ml 기획 (+마스크팩 1매 증정),"토닝세럼 : 정제수,카프릴릭/카프릭트라이글리세라이드,부틸렌글라이콜,나이아신아마이드,메틸트라이메티콘,글리세린,판테놀,바쿠치올,프로판다이올,라우릴글루코사이드,폴리아크릴레이트크로스폴리머-6,폴리글리세릴-6라우레이트,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,미리스틸글루코사이드,카프릴릴글라이콜,포타슘세틸포스페이트,에틸헥실글리세린,아데노신,향료,1,2-헥산다이올,솔비탄아이소스테아레이트,맥아추출물,카퍼트라이펩타이드-1,팔미토일트라이펩타이드-1,들깨잎추출물,유칼립투스잎추출물,하이드로제네이티드레시틴,소듐구아이아줄렌설포네이트,알지닌,소듐서팩틴,다이소듐이디티에이,소듐폴리아크릴로일다이메틸타우레이트,페룰릭애씨드,글루타티온,글라이신,세린,아스파틱애씨드,글루타믹애씨드,류신,알라닌,라이신,프롤린,페닐알라닌,트레오닌,발린,아이소류신,타이로신,히스티딘,메티오닌,시스테인

마스크시트 : 정제수, 다이프로필렌글라이콜, 글리세린, 판테놀, 하이드록시아세토페논, 카프릴릴글라이콜, 알지닌, 카보머, 부틸렌글라이콜, 1,2-헥산다이올, 소듐파이테이트, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 바이오사카라이드검-1, 자일리틸글루코사이드, 안하이드로자일리톨, 소듐구아이아줄렌설포네이트, 자일리톨, 다이포타슘글리시리제이트, 에틸헥실글리세린, 들깨잎추출물, 글루코오스, 글라이신, 세린, 글루타믹애씨드, 하이알루로닉애씨드, 아스파틱애씨드, 류신, 모란뿌리추출물, 알라닌, 라이신, 타이로신, 페닐알라닌, 프롤린, 트레오닌, 발린, 하이드로제네이티드레시틴, 아이소류신, 카프릴릭/카프릭트라이글리세라이드, 히스티딘, 메티오닌, 시스테인, 카퍼트라이펩타이드-1, 폴리글리세릴-10라우레이트, 유칼립투스잎추출물, 소엽잎추출물, 포타슘세틸포스페이트, 소듐서팩틴, 다이소듐이디티에이, 소듐폴리아크릴로일다이메틸타우레이트, 팔미토일트라이펩타이드-1",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018515227ko.jpg?l=ko
플리프 시카-알로에 카밍 올인원 로션 (200ml+50ml),플리프,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000145840&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=33&dispCatNo=1000001000700070006&trackingCd=Result_31_60#,올인원,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000145840&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=33&dispCatNo=1000001000700070006&trackingCd=Result_31_60#,"24,000","18,800",4.8,"(2,070건)",200ml + 50ml,"알로에베라잎추출물(77%), 부틸렌글라이콜, 병풀추출물(3%), 글리세린, 나이아신아마이드, 카프릴 릭/카프릭트라이글리세라이드, C13-15알케인, 베타 인, 세테아릴올리베이트, 솔비탄올리베이트, 세테아릴 알코올, 스쿠알란, 프로판다이올, 녹차추출물, 베타-글 루칸, 시트릭애씨드, 마카다미아씨오일, 하이드로제네 이티드레시틴, 폴리글리세릴-10올리에이트, 다이프로 필렌글라이콜, 아시아티코사이드, 마데카식애씨드, 아 시아틱애씨드, 세라마이드엔피, 피버퓨추출물, 하이드 롤라이즈드타피오카덩이줄기추출물, 여주열매추출물, 락토바실러스발효물, 망고추출물, 얼룩파인애플추출물, 실리카, 암모늄폴리아크릴로일다이메틸타우레이트, 판 테놀, 잔탄검, 다이소듐이디티에이, 다이포타슘글리시 리제이트, 알란토인, 1,2-헥산다이올, 하이드록시아세 토페논, 에틸헥실글리세린",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014584013ko.jpg?l=ko
플리프 시카-알로에 밸런싱 올인원 로션 (본품200ml+50ml 추가 증정),플리프,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000145838&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=34&dispCatNo=1000001000700070006&trackingCd=Result_31_60#,올인원,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000145838&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=34&dispCatNo=1000001000700070006&trackingCd=Result_31_60#,"23,000","18,400",4.8,(943건),200ml + 50ml,"알로에베라잎추출물(70%), 글리세린, 다이프로필렌글라이콜, 하이드로제네이티드폴리아이소부텐, 병풀추출물(3%), 나이아신아마이드, 부틸렌글라이콜, 세틸에틸헥사노에이트, 폴리글리세릴-2스테아레이트, 부틸렌글라이콜다이카프릴레이트/다이카프레이트, 카프릴릭/카프릭트라이글리세라이드, 글리세릴스테아레이트, 스테아릴알코올, 폴리부텐, 스쿠알란, 비피다발효여과물, 하이드로제네이티드레시틴, 폴리글리세릴-10올리에이트, 아시아티코사이드, 마데카식애씨드, 아시아틱애씨드, 마카다미아씨오일, 세라마이드엔피, 세테아릴알코올, 소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 하이드롤라이즈드소듐하이알루로네이트, 망고추출물, 얼룩파인애플추출물, 락토바실러스발효물, 블래더랙추출물, 꿀풀추출물, 판테놀, 베타인, 세테아릴 올리베이트, 솔비탄올리베이트, 암모늄폴리아크릴로일다이메틸타우레이트, 스테아릭애씨드, 실리카, 카보머, 아데노신, 트로메타민, 다이소듐이디티에이, 1,2-헥산다이올, 하이드록시아세토페논, 에틸헥실글리세린",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014583808ko.jpg?l=ko
비건이펙트 클린 앤 글로우 청보리 퍼스트 에센스 150ml,비건이펙트,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171993&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=35&dispCatNo=1000001000100140001&trackingCd=Result_31_60#,에센스/세럼/앰플,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171993&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=35&dispCatNo=1000001000100140001&trackingCd=Result_31_60#,"25,000","21,380",4.8,(63건),150ml,"쌀겨수, 부틸렌글라이콜, 다이프로필렌글라이콜, 글리세린, 1,2-헥산다이올, 보리잎추출물, 보리추출물, 율무씨추출물, 소나무잎추출물, 베타-글루칸, 개똥쑥추출물, 베타인, 유자추출물, 석시닉애씨드, 만델릭애씨드, 벤조익애씨드, 벤즈알데하이드, 다이글리세린, 폴리글리세릴-10라우레이트, 정제수, 시트릭애씨드, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 치자추출물, 토코페롤, 트로메타민, 하이드록시에틸셀룰로오스, 인도멀구슬나무잎추출물, 덱스트린, 인도멀구슬나무꽃추출물, 에틸헥실글리세린, 다이소듐이디티에이
",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017199307ko.jpg?l=ko
비욘드 엔젤아쿠아 시카크림 150ml 1+1기획(비건),비욘드,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000164342&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=36&dispCatNo=1000001000100150001&trackingCd=Result_31_60#,크림,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000164342&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=36&dispCatNo=1000001000100150001&trackingCd=Result_31_60#,"25,000","20,800",4.7,(575건),150 ml * 2ea,"정제수, 다이프로필렌글라이콜, 글리세린, 메틸트라이메티콘, 코코-카프릴레이트/카프레이트, C13-15알케인, 나이아신아마이드, 트라이헵타노인, 1,2-헥산다이올, 카프릴릭/카프릭트라이글리세라이드, 펜타에리스리틸테트라에틸헥사노에이트, 프로판다이올, 판테놀, 펜타에리스리틸테트라아이소스테아레이트, 페닐트라이메티콘, 카보머, 트로메타민, 다이리놀레익애씨드/부테인다이올코폴리머, 폴리메틸실세스퀴옥세인, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, C9-12알케인, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 폴리글리세릴-10스테아레이트, 폴리글리세릴-10올리에이트, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 부틸렌글라이콜, 트라이소듐이디티에이, 캐스터오일/아이피디아이코폴리머, 솔비탄아이소스테아레이트, 하이드롤라이즈드하이알루로닉애씨드, 마데카소사이드(100 ppm), 소듐하이알루로네이트, 개똥쑥추출물, 님잎추출물, 녹차추출물, 전호추출물, 포도덩굴수액, 가시대나무수액, 자작나무수액, 하늘타리뿌리추출물",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016434207ko.jpg?l=ko
플리프 시카-알로에 카밍 올인원 로션 200ml (트러블 피부용),플리프,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000145835&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=37&dispCatNo=1000001000700070006&trackingCd=Result_31_60#,올인원,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000145835&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=37&dispCatNo=1000001000700070006&trackingCd=Result_31_60#,"24,000","18,800",4.7,(79건),200ml,"알로에베라잎추출물(77%), 부틸렌글라이콜, 병풀추출물(3%), 글리세린, 나이아신아마이드, 카프릴 릭/카프릭트라이글리세라이드, C13-15알케인, 베타 인, 세테아릴올리베이트, 솔비탄올리베이트, 세테아릴 알코올, 스쿠알란, 프로판다이올, 녹차추출물, 베타-글 루칸, 시트릭애씨드, 마카다미아씨오일, 하이드로제네 이티드레시틴, 폴리글리세릴-10올리에이트, 다이프로 필렌글라이콜, 아시아티코사이드, 마데카식애씨드, 아 시아틱애씨드, 세라마이드엔피, 피버퓨추출물, 하이드 롤라이즈드타피오카덩이줄기추출물, 여주열매추출물, 락토바실러스발효물, 망고추출물, 얼룩파인애플추출물, 실리카, 암모늄폴리아크릴로일다이메틸타우레이트, 판 테놀, 잔탄검, 다이소듐이디티에이, 다이포타슘글리시 리제이트, 알란토인, 1,2-헥산다이올, 하이드록시아세 토페논, 에틸헥실글리세린",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014583512ko.jpg?l=ko
[비건진정흔적패드]이아이오 트루 시카밍 토너 패드 70매,이아이오,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000186437&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=1&dispCatNo=1000001000900040001&trackingCd=Result_1#,패드,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000186437&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=1&dispCatNo=1000001000900040001&trackingCd=Result_1#,"23,000","16,560",5.0,(37건),130 (ml) / 70 (ea),"""정제수, 병풀추출물(102,375ppm), 글리세린, 메틸프로판다이올, 다이프로필렌글라이콜, 1,2-헥산다이올, 클로렐라 불가리스추출물, 티트리잎추출물, 백미꽃추출물, 접시꽃추출물, 에난티아 클로란타껍질추출물, 알란토인, 세라마이드엔피, 올레아놀릭애씨드, 카페인, 마데카소사이드(200ppm), 소듐하이알루로네이트
소듐시트레이트, 글루코오스, 포타슘알룸, 펜틸렌글라이콜, 부틸렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 폴리글리세릴-10라우레이트, 프로판다이올, 카프릴릴글라이콜, 프룩토올리고사카라이드, 프룩토오스, 에틸헥실글리세린, 하이드로제네이티드레시틴, 아세틸글루코사민, 하이드록시아세토페논, 소듐하이알루로네이트크로스폴리머, 다이소듐이디티에이, 잔탄검""
",https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018643703ko.jpg?l=ko
[민가든PICK] 오어스 비건 민들레진정 수분결 토너패드 60매,오어스,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000180093&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=2&dispCatNo=1000001000900040001&trackingCd=Result_2#,패드,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000180093&t_page=%ED%86%B5%ED%95%A9%EA%B2%80%EC%83%89%EA%B2%B0%EA%B3%BC%ED%8E%98%EC%9D%B4%EC%A7%80&t_click=%EA%B2%80%EC%83%89%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_search_name=%EB%B9%84%EA%B1%B4&t_number=2&dispCatNo=1000001000900040001&trackingCd=Result_2#,"24,000","10,080",4.7,(180건),,,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018009317ko.jpg?l=ko
